sub_id,trial_num,age_years,age_months,vocabulary_score,condition,target_object,correct
78,3,3,39.12,86.36,FF,balloon,FALSE
78,4,3,39.12,86.36,NF,funnel,TRUE
78,5,3,39.12,86.36,NF,helm,TRUE
78,6,3,39.12,86.36,NF,chestnut,TRUE
78,7,3,39.12,86.36,NF,longan,TRUE
79,1,3,42.24,40.91,FF,banana,TRUE
79,2,3,42.24,40.91,FF,flower,TRUE
79,3,3,42.24,40.91,FF,cup,TRUE
79,4,3,42.24,40.91,NF,beaker,TRUE
79,5,3,42.24,40.91,NF,ginger,TRUE
79,6,3,42.24,40.91,NF,luffa,FALSE
79,7,3,42.24,40.91,NF,bung,TRUE
80,1,2,28.92,68.18,FF,cookie,TRUE
80,2,2,28.92,68.18,FF,flower,TRUE
80,3,2,28.92,68.18,FF,guitar,TRUE
80,4,2,28.92,68.18,NF,ginger,TRUE
80,5,2,28.92,68.18,NF,tongs,TRUE
80,6,2,28.92,68.18,NF,pipette,TRUE
80,7,2,28.92,68.18,NF,disk,TRUE
81,1,2,30.36,72.73,FF,balloon,TRUE
81,2,2,30.36,72.73,FF,bottle,TRUE
81,3,2,30.36,72.73,FF,cookie,TRUE
81,4,2,30.36,72.73,NF,tongs,TRUE
81,5,2,30.36,72.73,NF,gourd,TRUE
81,6,2,30.36,72.73,NF,cam,TRUE
81,7,2,30.36,72.73,NF,funnel,TRUE
82,1,2,32.28,63.64,FF,apple,TRUE
82,2,2,32.28,63.64,FF,spoon,TRUE
82,3,2,32.28,63.64,FF,balloon,TRUE
82,4,2,32.28,63.64,NF,leek,TRUE
82,5,2,32.28,63.64,NF,cam,TRUE
82,6,2,32.28,63.64,NF,okra,FALSE
82,7,2,32.28,63.64,NF,dulcimer,TRUE
83,1,3,41.64,68.18,FF,bucket,TRUE
83,2,3,41.64,68.18,FF,banana,TRUE
83,3,3,41.64,68.18,FF,spoon,TRUE
83,4,3,41.64,68.18,NF,helm,TRUE
83,5,3,41.64,68.18,NF,beaker,TRUE
83,6,3,41.64,68.18,NF,disk,TRUE
83,7,3,41.64,68.18,NF,longan,TRUE
84,1,3,36.480000000000004,59.09,FF,pretzel,TRUE
84,2,3,36.480000000000004,59.09,FF,spoon,FALSE
84,3,3,36.480000000000004,59.09,FF,cup,FALSE
84,4,3,36.480000000000004,59.09,NF,bok-choy,TRUE
84,5,3,36.480000000000004,59.09,NF,kettle,TRUE
84,6,3,36.480000000000004,59.09,NF,luffa,TRUE
84,7,3,36.480000000000004,59.09,NF,kumquat,TRUE
85,1,3,42.839999999999996,59.09,FF,guitar,TRUE
85,2,3,42.839999999999996,59.09,FF,flower,TRUE
85,3,3,42.839999999999996,59.09,FF,apple,TRUE
85,4,3,42.839999999999996,59.09,NF,bung,TRUE
85,5,3,42.839999999999996,59.09,NF,kettle,TRUE
85,6,3,42.839999999999996,59.09,NF,chestnut,TRUE
85,7,3,42.839999999999996,59.09,NF,longan,TRUE
86,1,3,36.96,86.36,FF,pretzel,TRUE
86,2,3,36.96,86.36,FF,shoe,TRUE
86,3,3,36.96,86.36,FF,balloon,TRUE
86,4,3,36.96,86.36,NF,cam,FALSE
86,5,3,36.96,86.36,NF,whisk,TRUE
86,6,3,36.96,86.36,NF,pipette,TRUE
86,7,3,36.96,86.36,NF,radish,TRUE
87,1,3,42.36,86.36,FF,spoon,TRUE
87,2,3,42.36,86.36,FF,balloon,TRUE
87,3,3,42.36,86.36,FF,banana,TRUE
87,4,3,42.36,86.36,NF,luffa,TRUE
87,5,3,42.36,86.36,NF,ladle,TRUE
87,6,3,42.36,86.36,NF,cam,TRUE
87,7,3,42.36,86.36,NF,sieve,TRUE
88,1,2,27.119999999999997,54.55,FF,guitar,TRUE
88,2,2,27.119999999999997,54.55,FF,ball,TRUE
88,3,2,27.119999999999997,54.55,FF,cookie,TRUE
88,4,2,27.119999999999997,54.55,NF,dulcimer,FALSE
88,5,2,27.119999999999997,54.55,NF,tongs,FALSE
88,6,2,27.119999999999997,54.55,NF,whisk,TRUE
88,7,2,27.119999999999997,54.55,NF,chestnut,TRUE
89,1,3,44.28,77.27,FF,apple,TRUE
89,2,3,44.28,77.27,FF,flower,TRUE
89,3,3,44.28,77.27,FF,bowl,FALSE
89,4,3,44.28,77.27,NF,whisk,TRUE
89,5,3,44.28,77.27,NF,pipette,TRUE
89,6,3,44.28,77.27,NF,leek,TRUE
89,7,3,44.28,77.27,NF,radish,TRUE
90,1,3,46.8,59.09,FF,bowl,TRUE
90,2,3,46.8,59.09,FF,banana,TRUE
90,3,3,46.8,59.09,FF,bucket,TRUE
90,4,3,46.8,59.09,NF,dulcimer,TRUE
90,5,3,46.8,59.09,NF,sieve,TRUE
90,6,3,46.8,59.09,NF,kumquat,FALSE
90,7,3,46.8,59.09,NF,chestnut,TRUE
91,1,2,34.32,59.09,FF,ball,TRUE
91,2,2,34.32,59.09,FF,guitar,TRUE
91,3,2,34.32,59.09,FF,banana,TRUE
91,4,2,34.32,59.09,NF,longan,TRUE
91,5,2,34.32,59.09,NF,gourd,FALSE
91,6,2,34.32,59.09,NF,luffa,FALSE
91,7,2,34.32,59.09,NF,beaker,FALSE
92,1,3,39.480000000000004,86.36,FF,ball,TRUE
92,2,3,39.480000000000004,86.36,FF,cookie,TRUE
92,3,3,39.480000000000004,86.36,FF,bowl,TRUE
92,4,3,39.480000000000004,86.36,NF,tongs,TRUE
92,5,3,39.480000000000004,86.36,NF,helm,TRUE
92,6,3,39.480000000000004,86.36,NF,whisk,TRUE
92,7,3,39.480000000000004,86.36,NF,pipette,TRUE
93,1,3,38.160000000000004,68.18,FF,pretzel,TRUE
93,2,3,38.160000000000004,68.18,FF,shoe,TRUE
93,3,3,38.160000000000004,68.18,FF,balloon,TRUE
93,4,3,38.160000000000004,68.18,NF,bung,TRUE
93,5,3,38.160000000000004,68.18,NF,fig,TRUE
93,6,3,38.160000000000004,68.18,NF,disk,TRUE
93,7,3,38.160000000000004,68.18,NF,funnel,FALSE
94,1,2,26.28,54.55,FF,cup,TRUE
94,2,2,26.28,54.55,FF,apple,TRUE
94,3,2,26.28,54.55,FF,bucket,TRUE
94,4,2,26.28,54.55,NF,chestnut,TRUE
94,5,2,26.28,54.55,NF,disk,TRUE
94,6,2,26.28,54.55,NF,longan,TRUE
94,7,2,26.28,54.55,NF,okra,TRUE
95,1,2,35.400000000000006,68.18,FF,cup,FALSE
95,2,2,35.400000000000006,68.18,FF,banana,TRUE
95,3,2,35.400000000000006,68.18,FF,flower,TRUE
95,4,2,35.400000000000006,68.18,NF,sieve,TRUE
95,5,2,35.400000000000006,68.18,NF,whisk,TRUE
95,6,2,35.400000000000006,68.18,NF,pipette,TRUE
95,7,2,35.400000000000006,68.18,NF,cam,TRUE
96,1,2,31.68,54.55,FF,banana,FALSE
96,2,2,31.68,54.55,FF,shoe,TRUE
96,3,2,31.68,54.55,FF,ball,TRUE
96,4,2,31.68,54.55,NF,funnel,TRUE
96,5,2,31.68,54.55,NF,ginger,TRUE
96,6,2,31.68,54.55,NF,beaker,TRUE
96,7,2,31.68,54.55,NF,kumquat,TRUE
97,1,2,32.64,68.18,FF,bottle,TRUE
97,2,2,32.64,68.18,FF,shoe,TRUE
97,3,2,32.64,68.18,FF,cookie,TRUE
97,4,2,32.64,68.18,NF,whisk,TRUE
97,5,2,32.64,68.18,NF,helm,TRUE
97,6,2,32.64,68.18,NF,beaker,TRUE
97,7,2,32.64,68.18,NF,cam,TRUE
98,1,2,33.24,59.09,FF,bucket,TRUE
98,2,2,33.24,59.09,FF,guitar,TRUE
98,3,2,33.24,59.09,FF,pretzel,TRUE
98,4,2,33.24,59.09,NF,ladle,FALSE
98,5,2,33.24,59.09,NF,kumquat,TRUE
98,6,2,33.24,59.09,NF,leek,TRUE
98,7,2,33.24,59.09,NF,funnel,TRUE
99,1,3,41.04,86.36,FF,bucket,TRUE
99,2,3,41.04,86.36,FF,banana,TRUE
99,3,3,41.04,86.36,FF,spoon,TRUE
99,4,3,41.04,86.36,NF,gourd,TRUE
99,5,3,41.04,86.36,NF,dulcimer,TRUE
99,6,3,41.04,86.36,NF,funnel,TRUE
99,7,3,41.04,86.36,NF,luffa,TRUE
100,1,2,33.72,68.18,FF,bottle,FALSE
100,2,2,33.72,68.18,FF,cookie,TRUE
100,3,2,33.72,68.18,FF,flower,TRUE
100,4,2,33.72,68.18,NF,kumquat,TRUE
100,5,2,33.72,68.18,NF,bung,FALSE
100,6,2,33.72,68.18,NF,okra,TRUE
100,7,2,33.72,68.18,NF,cam,TRUE
101,1,3,40.08,86.36,FF,bucket,TRUE
101,2,3,40.08,86.36,FF,apple,TRUE
101,3,3,40.08,86.36,FF,spoon,TRUE
101,4,3,40.08,86.36,NF,whisk,TRUE
101,5,3,40.08,86.36,NF,sieve,FALSE
101,6,3,40.08,86.36,NF,ladle,TRUE
101,7,3,40.08,86.36,NF,cam,FALSE
102,1,3,40.08,90.91,FF,cookie,TRUE
102,2,3,40.08,90.91,FF,shoe,TRUE
102,3,3,40.08,90.91,FF,spoon,TRUE
102,4,3,40.08,90.91,NF,kettle,TRUE
102,5,3,40.08,90.91,NF,fig,TRUE
102,6,3,40.08,90.91,NF,cam,TRUE
102,7,3,40.08,90.91,NF,disk,TRUE
103,1,2,31.32,77.27,FF,bowl,TRUE
103,2,2,31.32,77.27,FF,cookie,TRUE
103,3,2,31.32,77.27,FF,ball,TRUE
103,4,2,31.32,77.27,NF,gourd,FALSE
103,5,2,31.32,77.27,NF,kumquat,TRUE
103,6,2,31.32,77.27,NF,okra,TRUE
103,7,2,31.32,77.27,NF,tongs,TRUE
104,1,3,37.32,90.91,FF,spoon,TRUE
104,2,3,37.32,90.91,FF,banana,TRUE
104,3,3,37.32,90.91,FF,bowl,TRUE
104,4,3,37.32,90.91,NF,funnel,TRUE
104,5,3,37.32,90.91,NF,leek,TRUE
104,6,3,37.32,90.91,NF,ladle,TRUE
104,7,3,37.32,90.91,NF,bok-choy,TRUE
105,1,3,38.04,81.82,FF,ball,TRUE
105,2,3,38.04,81.82,FF,balloon,TRUE
105,3,3,38.04,81.82,FF,cookie,TRUE
105,4,3,38.04,81.82,NF,fig,TRUE
105,5,3,38.04,81.82,NF,whisk,TRUE
105,6,3,38.04,81.82,NF,bung,TRUE
105,7,3,38.04,81.82,NF,chestnut,TRUE
106,1,3,44.04,63.64,FF,cookie,TRUE
106,2,3,44.04,63.64,FF,bucket,TRUE
106,3,3,44.04,63.64,FF,balloon,TRUE
106,4,3,44.04,63.64,NF,funnel,TRUE
106,5,3,44.04,63.64,NF,kumquat,TRUE
106,6,3,44.04,63.64,NF,leek,TRUE
106,7,3,44.04,63.64,NF,gourd,TRUE
107,1,3,42.480000000000004,63.64,FF,flower,TRUE
107,2,3,42.480000000000004,63.64,FF,pretzel,TRUE
107,3,3,42.480000000000004,63.64,FF,bowl,TRUE
107,4,3,42.480000000000004,63.64,NF,sieve,TRUE
107,5,3,42.480000000000004,63.64,NF,longan,TRUE
107,6,3,42.480000000000004,63.64,NF,luffa,TRUE
107,7,3,42.480000000000004,63.64,NF,leek,TRUE
108,1,3,44.04,68.18,FF,shoe,TRUE
108,2,3,44.04,68.18,FF,flower,TRUE
108,3,3,44.04,68.18,FF,cookie,TRUE
108,4,3,44.04,68.18,NF,dulcimer,FALSE
108,5,3,44.04,68.18,NF,pipette,TRUE
108,6,3,44.04,68.18,NF,ladle,TRUE
108,7,3,44.04,68.18,NF,tongs,TRUE
109,1,4,53.760000000000005,86.36,FF,banana,TRUE
109,2,4,53.760000000000005,86.36,FF,flower,TRUE
109,3,4,53.760000000000005,86.36,FF,bottle,TRUE
109,4,4,53.760000000000005,86.36,NF,kettle,TRUE
109,5,4,53.760000000000005,86.36,NF,tongs,TRUE
109,6,4,53.760000000000005,86.36,NF,pipette,TRUE
109,7,4,53.760000000000005,86.36,NF,ladle,TRUE
110,1,4,55.67999999999999,81.82,FF,shoe,TRUE
110,2,4,55.67999999999999,81.82,FF,spoon,TRUE
110,3,4,55.67999999999999,81.82,FF,pretzel,TRUE
110,4,4,55.67999999999999,81.82,NF,fig,TRUE
110,5,4,55.67999999999999,81.82,NF,sieve,TRUE
110,6,4,55.67999999999999,81.82,NF,beaker,TRUE
110,7,4,55.67999999999999,81.82,NF,leek,TRUE
111,1,3,44.400000000000006,77.27,FF,balloon,TRUE
111,2,3,44.400000000000006,77.27,FF,bowl,TRUE
111,3,3,44.400000000000006,77.27,FF,banana,TRUE
111,4,3,44.400000000000006,77.27,NF,cam,TRUE
111,5,3,44.400000000000006,77.27,NF,sieve,TRUE
111,6,3,44.400000000000006,77.27,NF,luffa,TRUE
111,7,3,44.400000000000006,77.27,NF,leek,TRUE
112,1,4,48,86.36,FF,ball,TRUE
112,2,4,48,86.36,FF,cookie,TRUE
112,3,4,48,86.36,FF,bowl,TRUE
112,4,4,48,86.36,NF,luffa,TRUE
112,5,4,48,86.36,NF,kettle,TRUE
112,6,4,48,86.36,NF,funnel,TRUE
112,7,4,48,86.36,NF,kumquat,TRUE
113,1,2,27.36,77.27,FF,bowl,TRUE
113,2,2,27.36,77.27,FF,spoon,TRUE
113,3,2,27.36,77.27,FF,apple,TRUE
113,4,2,27.36,77.27,NF,gourd,TRUE
113,5,2,27.36,77.27,NF,dulcimer,FALSE
113,6,2,27.36,77.27,NF,sieve,TRUE
113,7,2,27.36,77.27,NF,disk,TRUE
114,1,3,43.32,68.18,FF,bucket,TRUE
114,2,3,43.32,68.18,FF,guitar,TRUE
114,3,3,43.32,68.18,FF,banana,TRUE
114,4,3,43.32,68.18,NF,beaker,TRUE
114,5,3,43.32,68.18,NF,fig,TRUE
114,6,3,43.32,68.18,NF,kettle,TRUE
114,7,3,43.32,68.18,NF,ginger,TRUE
115,1,2,26.28,40.91,FF,cup,TRUE
115,2,2,26.28,40.91,FF,banana,TRUE
115,3,2,26.28,40.91,FF,guitar,TRUE
115,4,2,26.28,40.91,NF,dulcimer,TRUE
115,5,2,26.28,40.91,NF,pipette,FALSE
115,6,2,26.28,40.91,NF,radish,FALSE
115,7,2,26.28,40.91,NF,leek,TRUE
116,1,3,43.8,63.64,FF,apple,TRUE
116,2,3,43.8,63.64,FF,shoe,TRUE
116,3,3,43.8,63.64,FF,bucket,TRUE
116,4,3,43.8,63.64,NF,dulcimer,TRUE
116,5,3,43.8,63.64,NF,kumquat,TRUE
116,6,3,43.8,63.64,NF,funnel,TRUE
116,7,3,43.8,63.64,NF,pipette,TRUE
117,1,2,30.48,63.64,FF,bottle,FALSE
117,2,2,30.48,63.64,FF,banana,TRUE
117,3,2,30.48,63.64,FF,balloon,TRUE
117,4,2,30.48,63.64,NF,funnel,TRUE
117,5,2,30.48,63.64,NF,ginger,FALSE
117,6,2,30.48,63.64,NF,fig,TRUE
117,7,2,30.48,63.64,NF,gourd,TRUE
118,1,2,27.599999999999998,63.64,FF,bottle,TRUE
118,2,2,27.599999999999998,63.64,FF,spoon,TRUE
118,3,2,27.599999999999998,63.64,FF,cookie,TRUE
118,4,2,27.599999999999998,63.64,NF,dulcimer,TRUE
118,5,2,27.599999999999998,63.64,NF,kumquat,TRUE
118,6,2,27.599999999999998,63.64,NF,longan,TRUE
118,7,2,27.599999999999998,63.64,NF,whisk,TRUE
119,1,3,47.64,68.18,FF,spoon,FALSE
119,2,3,47.64,68.18,FF,cup,TRUE
119,3,3,47.64,68.18,FF,cookie,TRUE
119,4,3,47.64,68.18,NF,pipette,FALSE
119,5,3,47.64,68.18,NF,gourd,FALSE
119,6,3,47.64,68.18,NF,leek,FALSE
119,7,3,47.64,68.18,NF,tongs,TRUE
120,1,3,41.160000000000004,72.73,FF,bucket,TRUE
120,2,3,41.160000000000004,72.73,FF,bowl,TRUE
120,3,3,41.160000000000004,72.73,FF,cookie,TRUE
120,4,3,41.160000000000004,72.73,NF,okra,TRUE
120,5,3,41.160000000000004,72.73,NF,sieve,TRUE
120,6,3,41.160000000000004,72.73,NF,kumquat,TRUE
120,7,3,41.160000000000004,72.73,NF,bok-choy,TRUE
121,1,2,31.799999999999997,36.36,FF,banana,FALSE
121,2,2,31.799999999999997,36.36,FF,flower,TRUE
121,3,2,31.799999999999997,36.36,FF,spoon,TRUE
121,4,2,31.799999999999997,36.36,NF,chestnut,TRUE
121,5,2,31.799999999999997,36.36,NF,okra,FALSE
121,6,2,31.799999999999997,36.36,NF,luffa,FALSE
121,7,2,31.799999999999997,36.36,NF,ginger,TRUE
122,1,3,37.08,68.18,FF,shoe,TRUE
122,2,3,37.08,68.18,FF,bottle,FALSE
122,3,3,37.08,68.18,FF,apple,FALSE
122,4,3,37.08,68.18,NF,disk,TRUE
122,5,3,37.08,68.18,NF,ladle,TRUE
122,6,3,37.08,68.18,NF,kumquat,TRUE
122,7,3,37.08,68.18,NF,ginger,TRUE
123,1,3,39.599999999999994,81.82,FF,guitar,TRUE
123,2,3,39.599999999999994,81.82,FF,bucket,TRUE
123,3,3,39.599999999999994,81.82,FF,banana,TRUE
123,4,3,39.599999999999994,81.82,NF,leek,FALSE
123,5,3,39.599999999999994,81.82,NF,helm,FALSE
123,6,3,39.599999999999994,81.82,NF,chestnut,TRUE
123,7,3,39.599999999999994,81.82,NF,okra,TRUE
124,1,3,39.599999999999994,86.36,FF,bucket,TRUE
124,2,3,39.599999999999994,86.36,FF,pretzel,TRUE
124,3,3,39.599999999999994,86.36,FF,bottle,TRUE
124,4,3,39.599999999999994,86.36,NF,tongs,TRUE
124,5,3,39.599999999999994,86.36,NF,cam,TRUE
124,6,3,39.599999999999994,86.36,NF,pipette,TRUE
124,7,3,39.599999999999994,86.36,NF,leek,TRUE
125,1,2,24,50,FF,shoe,TRUE
125,2,2,24,50,FF,bowl,TRUE
125,3,2,24,50,FF,pretzel,TRUE
125,4,2,24,50,NF,gourd,FALSE
125,5,2,24,50,NF,fig,TRUE
125,6,2,24,50,NF,okra,TRUE
125,7,2,24,50,NF,tongs,TRUE
126,1,2,28.68,72.73,FF,pretzel,TRUE
126,2,2,28.68,72.73,FF,guitar,TRUE
126,3,2,28.68,72.73,FF,bucket,TRUE
126,4,2,28.68,72.73,NF,ladle,TRUE
126,5,2,28.68,72.73,NF,leek,FALSE
126,6,2,28.68,72.73,NF,cam,TRUE
126,7,2,28.68,72.73,NF,bok-choy,TRUE
127,1,2,34.2,59.09,FF,bowl,FALSE
127,2,2,34.2,59.09,FF,cookie,TRUE
127,3,2,34.2,59.09,FF,flower,TRUE
127,4,2,34.2,59.09,NF,whisk,TRUE
127,5,2,34.2,59.09,NF,longan,TRUE
127,6,2,34.2,59.09,NF,pipette,TRUE
127,7,2,34.2,59.09,NF,kumquat,TRUE
128,1,3,39,72.73,FF,shoe,TRUE
128,2,3,39,72.73,FF,bucket,TRUE
128,3,3,39,72.73,FF,apple,TRUE
128,4,3,39,72.73,NF,bok-choy,TRUE
128,5,3,39,72.73,NF,gourd,TRUE
128,6,3,39,72.73,NF,dulcimer,TRUE
128,7,3,39,72.73,NF,cam,TRUE
129,1,3,39,86.36,FF,spoon,TRUE
129,2,3,39,86.36,FF,bucket,TRUE
129,3,3,39,86.36,FF,banana,TRUE
129,4,3,39,86.36,NF,okra,TRUE
129,5,3,39,86.36,NF,funnel,TRUE
129,6,3,39,86.36,NF,ginger,TRUE
129,7,3,39,86.36,NF,chestnut,TRUE
130,1,2,24.240000000000002,68.18,FF,flower,TRUE
130,2,2,24.240000000000002,68.18,FF,spoon,TRUE
130,3,2,24.240000000000002,68.18,FF,pretzel,TRUE
130,4,2,24.240000000000002,68.18,NF,okra,TRUE
130,5,2,24.240000000000002,68.18,NF,dulcimer,FALSE
130,6,2,24.240000000000002,68.18,NF,disk,TRUE
130,7,2,24.240000000000002,68.18,NF,ginger,TRUE
131,1,3,36.24,36.36,FF,bucket,TRUE
131,2,3,36.24,36.36,FF,cookie,FALSE
131,3,3,36.24,36.36,FF,balloon,FALSE
131,4,3,36.24,36.36,NF,whisk,TRUE
131,5,3,36.24,36.36,NF,longan,FALSE
131,6,3,36.24,36.36,NF,funnel,FALSE
131,7,3,36.24,36.36,NF,dulcimer,TRUE
132,1,3,42.24,54.55,FF,ball,FALSE
132,2,3,42.24,54.55,FF,cookie,TRUE
132,3,3,42.24,54.55,FF,bottle,FALSE
132,4,3,42.24,54.55,NF,luffa,FALSE
132,5,3,42.24,54.55,NF,cam,TRUE
132,6,3,42.24,54.55,NF,bok-choy,TRUE
132,7,3,42.24,54.55,NF,leek,TRUE
133,1,2,30.96,63.64,FF,apple,TRUE
133,2,2,30.96,63.64,FF,ball,TRUE
133,3,2,30.96,63.64,FF,guitar,TRUE
133,4,2,30.96,63.64,NF,gourd,FALSE
133,5,2,30.96,63.64,NF,chestnut,TRUE
133,6,2,30.96,63.64,NF,ladle,TRUE
133,7,2,30.96,63.64,NF,funnel,TRUE
134,1,2,34.92,68.18,FF,ball,TRUE
134,2,2,34.92,68.18,FF,bowl,TRUE
134,3,2,34.92,68.18,FF,apple,TRUE
134,4,2,34.92,68.18,NF,leek,TRUE
134,5,2,34.92,68.18,NF,ginger,TRUE
134,6,2,34.92,68.18,NF,whisk,TRUE
134,7,2,34.92,68.18,NF,gourd,TRUE
135,1,2,29.759999999999998,50,FF,flower,TRUE
135,2,2,29.759999999999998,50,FF,banana,TRUE
135,3,2,29.759999999999998,50,FF,bucket,TRUE
135,4,2,29.759999999999998,50,NF,gourd,TRUE
135,5,2,29.759999999999998,50,NF,dulcimer,TRUE
135,6,2,29.759999999999998,50,NF,kumquat,TRUE
135,7,2,29.759999999999998,50,NF,ginger,FALSE
136,1,3,39.96,50,FF,flower,TRUE
136,2,3,39.96,50,FF,bucket,FALSE
136,3,3,39.96,50,FF,pretzel,TRUE
136,4,3,39.96,50,NF,kettle,TRUE
136,5,3,39.96,50,NF,kumquat,TRUE
136,6,3,39.96,50,NF,funnel,TRUE
136,7,3,39.96,50,NF,disk,FALSE
137,1,3,39.96,54.55,FF,banana,TRUE
137,2,3,39.96,54.55,FF,bowl,TRUE
137,3,3,39.96,54.55,FF,bucket,TRUE
137,4,3,39.96,54.55,NF,tongs,TRUE
137,5,3,39.96,54.55,NF,bok-choy,TRUE
137,6,3,39.96,54.55,NF,ginger,TRUE
137,7,3,39.96,54.55,NF,fig,TRUE
138,1,3,45.96,95.45,FF,ball,TRUE
138,2,3,45.96,95.45,FF,banana,TRUE
138,3,3,45.96,95.45,FF,spoon,TRUE
138,4,3,45.96,95.45,NF,cam,TRUE
138,5,3,45.96,95.45,NF,radish,TRUE
138,6,3,45.96,95.45,NF,funnel,TRUE
138,7,3,45.96,95.45,NF,chestnut,TRUE
139,1,3,47.519999999999996,68.18,FF,pretzel,TRUE
139,2,3,47.519999999999996,68.18,FF,ball,TRUE
139,3,3,47.519999999999996,68.18,FF,bottle,TRUE
139,4,3,47.519999999999996,68.18,NF,chestnut,TRUE
139,5,3,47.519999999999996,68.18,NF,gourd,TRUE
139,6,3,47.519999999999996,68.18,NF,ladle,TRUE
139,7,3,47.519999999999996,68.18,NF,funnel,TRUE
140,1,2,33.12,50,FF,cup,TRUE
140,2,2,33.12,50,FF,flower,TRUE
140,3,2,33.12,50,FF,apple,TRUE
140,4,2,33.12,50,NF,bok-choy,FALSE
140,5,2,33.12,50,NF,fig,FALSE
140,6,2,33.12,50,NF,kettle,TRUE
140,7,2,33.12,50,NF,leek,TRUE
141,1,2,25.799999999999997,31.82,FF,cookie,TRUE
141,2,2,25.799999999999997,31.82,FF,cup,TRUE
141,3,2,25.799999999999997,31.82,FF,shoe,FALSE
141,4,2,25.799999999999997,31.82,NF,funnel,FALSE
141,5,2,25.799999999999997,31.82,NF,longan,TRUE
141,6,2,25.799999999999997,31.82,NF,fig,FALSE
141,7,2,25.799999999999997,31.82,NF,kumquat,TRUE
142,1,3,39.36,77.27,FF,cup,TRUE
142,2,3,39.36,77.27,FF,cookie,TRUE
142,3,3,39.36,77.27,FF,guitar,TRUE
142,4,3,39.36,77.27,NF,dulcimer,TRUE
142,5,3,39.36,77.27,NF,ginger,TRUE
142,6,3,39.36,77.27,NF,chestnut,TRUE
142,7,3,39.36,77.27,NF,gourd,FALSE
143,1,3,39.36,81.82,FF,guitar,TRUE
143,2,3,39.36,81.82,FF,spoon,TRUE
143,3,3,39.36,81.82,FF,cookie,TRUE
143,4,3,39.36,81.82,NF,pipette,TRUE
143,5,3,39.36,81.82,NF,leek,TRUE
143,6,3,39.36,81.82,NF,radish,TRUE
144,1,3,44.400000000000006,81.82,FF,guitar,TRUE
144,2,3,44.400000000000006,81.82,FF,apple,TRUE
144,3,3,44.400000000000006,81.82,FF,flower,TRUE
144,4,3,44.400000000000006,81.82,NF,tongs,TRUE
144,5,3,44.400000000000006,81.82,NF,fig,TRUE
144,6,3,44.400000000000006,81.82,NF,kumquat,TRUE
144,7,3,44.400000000000006,81.82,NF,leek,TRUE
145,1,3,43.32,63.64,FF,cookie,TRUE
145,2,3,43.32,63.64,FF,balloon,FALSE
145,3,3,43.32,63.64,FF,cup,FALSE
145,4,3,43.32,63.64,NF,dulcimer,TRUE
145,5,3,43.32,63.64,NF,longan,TRUE
145,6,3,43.32,63.64,NF,kettle,FALSE
145,7,3,43.32,63.64,NF,pipette,TRUE
146,1,2,30.96,63.64,FF,banana,TRUE
146,2,2,30.96,63.64,FF,spoon,TRUE
146,3,2,30.96,63.64,FF,bucket,TRUE
146,4,2,30.96,63.64,NF,funnel,TRUE
146,5,2,30.96,63.64,NF,leek,FALSE
146,6,2,30.96,63.64,NF,helm,TRUE
146,7,2,30.96,63.64,NF,ginger,TRUE
147,1,3,43.2,72.73,FF,banana,TRUE
147,2,3,43.2,72.73,FF,cup,TRUE
147,3,3,43.2,72.73,FF,balloon,TRUE
147,4,3,43.2,72.73,NF,longan,TRUE
147,5,3,43.2,72.73,NF,pipette,TRUE
147,6,3,43.2,72.73,NF,ginger,TRUE
147,7,3,43.2,72.73,NF,dulcimer,TRUE
148,1,3,45.36,81.82,FF,bottle,TRUE
148,2,3,45.36,81.82,FF,cookie,TRUE
148,3,3,45.36,81.82,FF,guitar,TRUE
148,4,3,45.36,81.82,NF,dulcimer,TRUE
148,5,3,45.36,81.82,NF,gourd,TRUE
148,6,3,45.36,81.82,NF,kumquat,TRUE
148,7,3,45.36,81.82,NF,okra,TRUE
149,1,3,44.28,77.27,FF,cup,TRUE
149,2,3,44.28,77.27,FF,bucket,TRUE
149,3,3,44.28,77.27,FF,pretzel,TRUE
149,4,3,44.28,77.27,NF,kumquat,TRUE
149,5,3,44.28,77.27,NF,helm,TRUE
149,6,3,44.28,77.27,NF,luffa,TRUE
149,7,3,44.28,77.27,NF,funnel,FALSE
150,1,2,27,77.27,FF,cookie,TRUE
150,2,2,27,77.27,FF,guitar,TRUE
150,3,2,27,77.27,FF,bucket,TRUE
150,4,2,27,77.27,NF,helm,TRUE
150,5,2,27,77.27,NF,radish,TRUE
150,6,2,27,77.27,NF,sieve,TRUE
150,7,2,27,77.27,NF,pipette,TRUE
151,1,2,25.92,77.27,FF,spoon,TRUE
151,2,2,25.92,77.27,FF,pretzel,TRUE
151,3,2,25.92,77.27,FF,shoe,TRUE
151,4,2,25.92,77.27,NF,okra,TRUE
151,5,2,25.92,77.27,NF,helm,TRUE
151,6,2,25.92,77.27,NF,pipette,TRUE
151,7,2,25.92,77.27,NF,chestnut,TRUE
152,1,3,36.12,72.73,FF,ball,TRUE
152,2,3,36.12,72.73,FF,pretzel,TRUE
152,3,3,36.12,72.73,FF,shoe,TRUE
152,4,3,36.12,72.73,NF,chestnut,TRUE
152,5,3,36.12,72.73,NF,disk,TRUE
152,6,3,36.12,72.73,NF,tongs,TRUE
152,7,3,36.12,72.73,NF,sieve,TRUE
153,1,2,33.72,27.27,FF,cookie,FALSE
